2018-05-12 06:10:00,10556.85,10565.0,10556.85,10563.0,10564.98,10.63,10557.72
2018-05-12 06:15:00,10563.05,10568.6,10563.0,10567.0,10564.98,9.91,10564.38
2018-05-12 06:20:00,10567.0,10572.7,10563.0,10568.1,10558.6,9.88,10569.06
2018-05-12 06:25:00,10569.75,10569.75,10564.0,10567.85,10561.05,9.29,10569.98
2018-05-12 06:30:00,10567.85,10568.05,10549.45,10553.05,10561.05,10.62,10559.96
2018-05-12 06:35:00,10553.1,10553.95,10540.0,10549.9,10558.08,11.1,10551.33
2018-05-12 06:40:00,10550.8,10552.7,10542.0,10549.15,10557.3,11.04,10546.44
2018-05-12 06:45:00,10549.6,10550.5,10545.0,10546.35,10557.3,10.25,10543.88
2018-05-12 06:50:00,10545.75,10547.1,10523.0,10523.95,10547.28,12.23,10532.1
2018-05-12 06:55:00,10522.9,10530.0,10520.2,10528.75,10533.07,11.88,10526.09
2018-05-12 07:00:00,10529.0,10536.95,10526.3,10533.2,10533.07,11.7,10526.71
2018-05-12 07:05:00,10533.25,10546.9,10533.25,10542.25,10528.09,11.99,10535.11
2018-05-12 07:10:00,10541.8,10554.45,10541.7,10553.1,10535.98,12.1,10551.09
2018-05-12 07:15:00,10553.1,10555.0,10551.9,10554.9,10543.41,10.81,10556.79
